schönau,舍瑙,shè nǎo
absberg,阿布斯贝格,ā bù sī bèi gé
konzell,孔采尔,kǒng cǎi ěr
wintrich,温特里希,wēn tè lǐ xī
hardegsen,哈尔德格森,hā ěr dé gé sēn
altenpleen,旧普伦,jiù pǔ lún
achern,阿赫恩,ā hè ēn
nienhagen,宁哈根,níng hā gēn
rinnthal,林塔尔,lín tǎ ěr
bruchweiler,布鲁赫韦勒,bù lǔ hè wéi lè
drahnsdorf,德拉恩斯多夫,dé lā ēn sī duō fū
heilsbronn,海尔斯布龙,hǎi ěr sī bù lóng
stadtsteinach,施塔特施泰纳赫,shī tǎ tè shī tài nà hè
niedernhausen,尼登豪森,ní dēng háo sēn
pettstadt,佩特施塔特,pèi tè shī tǎ tè
gutenbergmuseum,古腾堡博物馆,gǔ téng bǎo bó wù guǎn
todesfelde,托德斯费尔德,tuō dé sī fèi ěr dé
überherrn,于伯黑恩,yú bǎi hēi ēn
marnerdeich,马尔讷代希,mǎ ěr nè dài xī
hecklingen,黑克林根,hēi kè lín gēn
borsfleth,博斯弗莱特,bó sī fú lái tè
überlingen,于伯林根,yú bǎi lín gēn
abstatt,阿布施塔特,ā bù shī tǎ tè
parkstein,帕克施泰因,pà kè shī tài yīn
hochstadt,霍赫施塔特,huò hè shī tǎ tè
lassan,拉桑,lā sāng
upgantschott,乌普甘特绍特,wū pǔ gān tè shào tè
megesheim,梅格斯海姆,méi gé sī hǎi mǔ
wasserthaleben,瓦瑟塔莱本,wǎ sè tǎ lái běn
iggensbach,伊根斯巴赫,yī gēn sī bā hè
altenstadt,阿尔滕施塔特,ā ěr téng shī tǎ tè
altenthann,阿尔滕坦,ā ěr téng tǎn
hoppegarten,霍珀加滕,huò pò jiā téng
jakobikirche,圣雅各教堂,shèng yǎ gè jiào táng
ensdorf,恩斯多夫,ēn sī duō fū
biblis,比布利斯,bǐ bù lì sī
piesport,皮斯波特,pí sī bō tè
henau,黑瑙,hēi nǎo
borstel,博斯特尔,bó sī tè ěr
antrifttal,安特里夫塔尔,ān tè lǐ fū tǎ ěr
eulgem,奥伊尔格姆,ào yī ěr gé mǔ
hohenlockstedt,霍恩洛克施泰特,huò ēn luò kè shī tài tè
falkenfels,法尔肯费尔斯,fǎ ěr kěn fèi ěr sī
habighorst,哈比希霍斯特,hā bǐ xī huò sī tè
leuterod,洛伊特罗德,luò yī tè luó dé
nußbach,努斯巴赫,nǔ sī bā hè
kastorf,卡斯托夫,kǎ sī tuō fū
oberbösa,上伯萨,shàng bǎi sà
ilsede,伊尔瑟德,yī ěr sè dé
berlinbritz,布里茨,bù lǐ cí
partnachklamm,帕特纳赫峡谷,pà tè nà hè xiá gǔ
bremenliga,不来梅足球联赛,bù lái méi zú qiú lián sài
rövershagen,勒沃斯哈根,lè wò sī hā gēn
frielendorf,弗里伦多夫,fú lǐ lún duō fū
neubörger,新伯格,xīn bǎi gé
langballig,朗巴利希,lǎng bā lì xī
mittelneufnach,米特尔诺伊夫纳赫,mǐ tè ěr nuò yī fū nà hè
wankendorf,万肯多夫,wàn kěn duō fū
schlotheim,施洛特海姆,shī luò tè hǎi mǔ
emerkingen,埃默京根,āi mò jīng gēn
hochscheid,霍赫沙伊德,huò hè shā yī dé
meddewade,梅德瓦德,méi dé wǎ dé
aebtissinwisch,埃布蒂辛维施,āi bù dì xīn wéi shī
ohlstadt,奥尔施塔特,ào ěr shī tǎ tè
knittelsheim,克尼特尔斯海姆,kè ní tè ěr sī hǎi mǔ
neubrunn,新布伦,xīn bù lún
tremsbüttel,特雷姆斯比特尔,tè léi mǔ sī bǐ tè ěr
ralingen,拉林根,lā lín gēn
wenzendorf,文岑多夫,wén cén duō fū
westerrade,韦斯特拉德,wéi sī tè lā dé
glückstadt,格吕克施塔特,gé lǚ kè shī tǎ tè
kirchgellersen,基希盖勒森,jī xī gài lè sēn
budenbach,布登巴赫,bù dēng bā hè
gerstengrund,盖斯滕格伦德,gài sī téng gé lún dé
hochvogel,霍赫福格尔山,huò hè fú gé ěr shān
fabercastell,辉柏嘉,huī bǎi jiā
möttingen,默廷根,mò tíng gēn
ruppertsweiler,鲁珀茨韦勒,lǔ pò cí wéi lè
amerdingen,阿默丁根,ā mò dīng gēn
stamsried,施塔姆斯里德,shī tǎ mǔ sī lǐ dé
königsdorf,柯尼希斯多夫,kē ní xī sī duō fū
kirschweiler,基施韦勒,jī shī wéi lè
schenkenberg,申肯贝格,shēn kěn bèi gé
denkte,登克特,dēng kè tè
beratzhausen,贝拉茨豪森,bèi lā cí háo sēn
altersbach,阿尔特尔斯巴赫,ā ěr tè ěr sī bā hè
altmölln,旧默尔恩,jiù mò ěr ēn
helvetia,赫尔维蒂亚号列车,hè ěr wéi dì yà hào liè chē
mediolanum,米迪奥拉姆号列车,mǐ dí ào lā mǔ hào liè chē
prinzregententheater,摄政王剧院,shè zhèng wáng jù yuàn
alterkülz,旧屈尔茨,jiù qū ěr cí
sonntagshorn,松塔格斯山,sōng tǎ gé sī shān
ebertstraße,艾伯特大街,ài bǎi tè dà jiē
aerzen,埃尔岑,āi ěr cén
aerologic,逻辑航空,luó jí háng kōng
mangfallgebirge,芒法尔山脉,máng fǎ ěr shān mài
kalbach,卡尔巴赫,kǎ ěr bā hè
oberwambach,上万巴赫,shàng wàn bā hè
schortens,绍尔滕斯,shào ěr téng sī
olympiapark,奥林匹克公园,ào lín pǐ kè gōng yuán
demen,代门,dài mén
seukendorf,索伊肯多夫,suǒ yī kěn duō fū
affler,阿夫勒,ā fū lè
mauermuseum,查理检查哨博物馆,chá lǐ jiǎn chá shào bó wù guǎn
affinghausen,阿芬豪森,ā fēn háo sēn
altdorf,阿尔特多夫,ā ěr tè duō fū
benediktenwand,贝内迪克滕万德山,bèi nèi dí kè téng wàn dé shān
rotwand,罗特万德山,luó tè wàn dé shān
thalkirchenobersendlingforstenriedfürstenriedsolln,塔尔基兴上森德灵福斯滕里德菲尔斯滕里德索尔恩,tǎ ěr jī xīng shàng sēn dé líng fú sī téng lǐ dé fēi ěr sī téng lǐ dé suǒ ěr ēn
arnspitzgruppe,阿恩施皮茨山脉,ā ēn shī pí cí shān mài
blunk,布伦克,bù lún kè
sülzetal,叙尔策塔尔,xù ěr cè tǎ ěr
altdöbern,旧德伯恩,jiù dé bǎi ēn
niederbrombach,下布龙巴赫,xià bù lóng bā hè
knöringen,克讷林根,kè nè lín gēn
oggelshausen,奥格尔斯豪森,ào gé ěr sī háo sēn
philippsheim,菲利普斯海姆,fēi lì pǔ sī hǎi mǔ
büdingen,比丁根,bǐ dīng gēn
bargstall,巴格施塔尔,bā gé shī tǎ ěr
burladingen,布拉丁根,bù lā dīng gēn
althornbach,旧霍恩巴赫,jiù huò ēn bā hè
althüttendorf,旧许滕多夫,jiù xǔ téng duō fū
schloßbrücke,宫殿桥,gōng diàn qiáo
hochgrat,霍赫格拉特山,huò hè gé lā tè shān
selsingen,塞尔辛根,sāi ěr xīn gēn
perlachturm,佩拉赫塔,pèi lā hè tǎ
preussag,普罗伊萨格,pǔ luó yī sà gé
kaltenlengsfeld,卡尔滕伦斯费尔德,kǎ ěr téng lún sī fèi ěr dé
brohllützing,布罗尔吕青,bù luó ěr lǚ qīng
althegnenberg,旧黑格嫩贝格,jiù hēi gé nèn bèi gé
stadtlauringen,施塔特劳林根,shī tǎ tè láo lín gēn
altkalen,旧卡伦,jiù kǎ lún
wehringen,韦林根,wéi lín gēn
schaefflergruppe,舍弗勒,shè fú lè
tonndorf,通多夫,tōng duō fū
reiskirchen,赖斯基兴,lài sī jī xīng
fensdorf,芬斯多夫,fēn sī duō fū
achberg,阿赫贝格,ā hè bèi gé
audisportpark,奥迪体育公园,ào dí tǐ yù gōng yuán
altlandsberg,旧兰茨贝格,jiù lán cí bèi gé
altmannstein,阿尔特曼施泰因,ā ěr tè màn shī tài yīn
altlay,阿尔特莱,ā ěr tè lái
niedernhall,尼登哈尔,ní dēng hā ěr
hörup,赫鲁普,hè lǔ pǔ
ampfing,安普芬,ān pǔ fēn
walsheim,瓦尔斯海姆,wǎ ěr sī hǎi mǔ
weinbach,魏恩巴赫,wèi ēn bā hè
burgkunstadt,布格昆施塔特,bù gé kūn shī tǎ tè
jakobsdorf,雅各布斯多夫,yǎ gè bù sī duō fū
bötersen,伯特森,bǎi tè sēn
altleiningen,旧莱宁根,jiù lái níng gēn
altmark,阿特马克,ā tè mǎ kè
alteglofsheim,旧埃格洛夫斯海姆,jiù āi gé luò fū sī hǎi mǔ
altenahr,阿尔滕阿尔,ā ěr téng ā ěr
şehitlikmoschee,塞特利克清真寺,sāi tè lì kè qīng zhēn sì
kudensee,库登塞,kù dēng sāi
passow,帕索,pà suǒ
görwihl,格维尔,gé wéi ěr
hahn,哈恩,hā ēn
altenau,阿尔特瑙,ā ěr tè nǎo
altenbamberg,旧班贝格,jiù bān bèi gé
altomünster,阿尔托明斯特,ā ěr tuō míng sī tè
altenberga,阿尔滕贝尔加,ā ěr téng bèi ěr jiā
altenberg,阿尔滕贝格,ā ěr téng bèi gé
ebern,埃伯恩,āi bǎi ēn
bünsdorf,宾斯多夫,bīn sī duō fū
ockenheim,奥肯海姆,ào kěn hǎi mǔ
altenbeuthen,旧博伊滕,jiù bó yī téng
leutershausen,洛伊特斯豪森,luò yī tè sī háo sēn
gerolstein,盖罗尔施泰因,gài luó ěr shī tài yīn
karlmarxhaus,马克思故居,mǎ kè sī gù jū
amelinghausen,阿默灵豪森,ā mò líng háo sēn
ameisnockenkopf,阿迈斯诺肯山,ā mài sī nuò kěn shān
rathaus,纽伦堡市政厅,niǔ lún bǎo shì zhèng tīng
altenbuch,阿尔滕布赫,ā ěr téng bù hè
altrich,阿尔特里希,ā ěr tè lǐ xī
altenfeld,阿尔滕费尔德,ā ěr téng fèi ěr dé
bockenau,博克瑙,bó kè nǎo
lehel,莱赫尔,lái hè ěr
aggenstein,阿根施泰因山,ā gēn shī tài yīn shān
nöttingen,诺廷根足球俱乐部,nuò tíng gēn zú qiú jù lè bù
altstrimmig,旧施特里米希,jiù shī tè lǐ mǐ xī
solmsbraunfels,索尔姆斯布劳恩费尔斯,suǒ ěr mǔ sī bù láo ēn fèi ěr sī
altenhausen,阿尔滕豪森,ā ěr téng háo sēn
altenglan,阿尔滕格兰,ā ěr téng gé lán
altscheid,阿尔特沙伊德,ā ěr tè shā yī dé
agethorst,阿格特霍斯特,ā gé tè huò sī tè
ahausen,阿豪森,ā háo sēn
amerang,阿默朗,ā mò lǎng
altengottern,旧戈滕,jiù gē téng
aglasterhausen,阿格拉斯特豪森,ā gé lā sī tè háo sēn
doggerbank,多格浅滩,duō gé qiǎn tān
hollerntwielenfleth,霍伦特维伦弗莱特,huò lún tè wéi lún fú lái tè
pemfling,佩姆夫灵,pèi mǔ fū líng
traitsching,特赖青,tè lài qīng
hindenburgdamm,兴登堡堤道,xīng dēng bǎo dī dào
altusried,阿尔图斯里德,ā ěr tú sī lǐ dé
altwarp,旧瓦尔普,jiù wǎ ěr pǔ
kicker,踢球者,tī qiú zhě
ahlden,阿尔登,ā ěr dēng
ahlbeck,阿尔贝克,ā ěr bèi kè
ahlefeldbistensee,阿勒费尔德比斯滕塞,ā lè fèi ěr dé bǐ sī téng sāi
ahlerstedt,阿勒施泰特,ā lè shī tài tè
altweidelbach,旧魏德尔巴赫,jiù wèi dé ěr bā hè
altwigshagen,阿尔特维希斯哈根,ā ěr tè wéi xī sī hā gēn
mariensäule,马林柱,mǎ lín zhù
amtzell,阿姆特采尔,ā mǔ tè cǎi ěr
eibelstadt,艾伯尔施塔特,ài bǎi ěr shī tǎ tè
berlinwarszawaexpress,柏林华沙快车,bó lín huá shā kuài chē
bechtsrieth,贝希茨里特,bèi xī cí lǐ tè
rüdenhausen,吕登豪森,lǚ dēng háo sēn
wittendörp,维滕德普,wéi téng dé pǔ
ehekirchen,埃厄基兴,āi è jī xīng
willanzheim,维兰茨海姆,wéi lán cí hǎi mǔ
meßstetten,梅斯施泰滕,méi sī shī tài téng
waldenbuch,瓦尔登布赫,wǎ ěr dēng bù hè
höchenschwand,赫兴施万德,hè xīng shī wàn dé
diez,迪茨,dí cí
esselbach,埃瑟尔巴赫,āi sè ěr bā hè
roth,罗特,luó tè
bexbach,贝克斯巴赫,bèi kè sī bā hè
stiefenhofen,施蒂芬霍芬,shī dì fēn huò fēn
helmstedt,黑尔姆施泰特,hēi ěr mǔ shī tài tè
dassel,达瑟尔,dá sè ěr
thalys,大力士高速列车,dà lì shì gāo sù liè chē
bauknecht,波克耐希特,bō kè nài xī tè
schneckenlohe,施内肯洛厄,shī nèi kěn luò è
lauenbrück,劳恩布吕克,láo ēn bù lǚ kè
ohrenbach,奥伦巴赫,ào lún bā hè
eisenberg,艾森贝格,ài sēn bèi gé
breitbrunn,布赖特布伦,bù lài tè bù lún
rügland,吕格兰,lǚ gé lán
windelsbach,温德尔斯巴赫,wēn dé ěr sī bā hè
japantag,杜塞尔多夫日本节,dù sāi ěr duō fū rì běn jié
hamburgmarathon,汉堡马拉松,hàn bǎo mǎ lā sōng
alveslohe,阿尔沃斯洛厄,ā ěr wò sī luò è
otzweiler,奥茨韦勒,ào cí wéi lè
waidhaus,魏德豪斯,wèi dé háo sī
weißenbrunn,魏森布伦,wèi sēn bù lún
alfeld,阿尔费尔德,ā ěr fèi ěr dé
jüterbog,于特博格,yú tè bó gé
margetshöchheim,马格茨赫希海姆,mǎ gé cí hè xī hǎi mǔ
berghaupten,贝格豪普滕,bèi gé háo pǔ téng
wirsberg,维尔斯贝格,wéi ěr sī bèi gé
sittensen,锡滕森,xī téng sēn
böbing,伯宾,bǎi bīn
verden,费尔登,fèi ěr dēng
remagen,雷马根,léi mǎ gēn
riedbach,里德巴赫,lǐ dé bā hè
lengenbostel,伦根博斯特尔,lún gēn bó sī tè ěr
engelschoff,恩格尔绍夫,ēn gé ěr shào fū
wagenfeld,瓦根费尔德,wǎ gēn fèi ěr dé
fischach,菲沙赫,fēi shā hè
eschach,埃沙赫,āi shā hè
göggingen,格京根,gé jīng gēn
havelberg,哈弗尔贝格,hā fú ěr bèi gé
buchhofen,布赫霍芬,bù hè huò fēn
teistungen,泰斯通根,tài sī tōng gēn
freihung,弗赖翁,fú lài wēng
huglfing,胡格尔芬,hú gé ěr fēn
bischbrunn,比施布伦,bǐ shī bù lún
nebra,内布拉,nèi bù lā
kellinghusen,凯灵胡森,kǎi líng hú sēn
weißenstadt,魏森施塔特,wèi sēn shī tǎ tè
martinsheim,马丁斯海姆,mǎ dīng sī hǎi mǔ
häusern,霍伊瑟恩,huò yī sè ēn
ringsberg,灵斯贝格,líng sī bèi gé
gallileo,伽利略大厦,jiā lì lüè dà shà
august förster,奥古斯特·福斯特,ào gǔ sī tè · fú sī tè
augustusbrücke,奥古斯都大桥,ào gǔ sī dōu dà qiáo
eisfeld,艾斯费尔德,ài sī fèi ěr dé
aschersleben,阿舍斯莱本,ā shè sī lái běn
schnelldorf,施内尔多夫,shī nèi ěr duō fū
ederheim,埃德海姆,āi dé hǎi mǔ
duisburgrheinhausen,莱茵豪森,lái yīn háo sēn
tagmersheim,塔格默斯海姆,tǎ gé mò sī hǎi mǔ
pressig,普雷西希,pǔ léi xī xī
salzwedel,萨尔茨韦德尔,sà ěr cí wéi dé ěr
forheim,福尔海姆,fú ěr hǎi mǔ
süstedt,叙施泰特,xù shī tài tè
untersteinach,下施泰纳赫,xià shī tài nà hè
erlenmoos,埃伦莫斯,āi lún mò sī
allmendingen,阿尔门丁根,ā ěr mén dīng gēn
schnabelwaid,施纳伯尔韦德,shī nà bǎi ěr wéi dé
bitz,比茨,bǐ cí
dersau,代尔绍,dài ěr shào
westfalenhallen,威斯特法伦会议中心,wēi sī tè fǎ lún huì yì zhōng xīn
alzenau,阿尔策瑙,ā ěr cè nǎo
alzey,阿尔蔡,ā ěr cài
dessau,德绍,dé shào
rögling,勒格灵,lè gé líng
brockum,布罗库姆,bù luó kù mǔ
barver,巴尔沃,bā ěr wò
schlüsselfeld,施吕瑟尔费尔德,shī lǚ sè ěr fèi ěr dé
buchenbach,布亨巴赫,bù hēng bā hè
horben,霍尔本,huò ěr běn
bothel,博特尔,bó tè ěr
kirchlinteln,基希林特尔恩,jī xī lín tè ěr ēn
wetterspitzen,韦特峰,wéi tè fēng
meiningen,迈宁根,mài níng gēn
mützenich,米策尼希,mǐ cè ní xī
bundespräsidialamt,德国联邦总统府,dé guó lián bāng zǒng tǒng fǔ
fremdingen,弗雷姆丁根,fú léi mǔ dīng gēn
marktl,马克特尔,mǎ kè tè ěr
drentwede,德伦特韦德,dé lún tè wéi dé
trettachspitze,特雷塔赫峰,tè léi tǎ hè fēng
himmelkron,希默尔克龙,xī mò ěr kè lóng
lembruch,伦布鲁赫,lún bù lǔ hè
malching,马尔兴,mǎ ěr xīng
calw,卡尔夫,kǎ ěr fū
didderse,迪德瑟,dí dé sè
witzmannsberg,维茨曼斯贝格,wéi cí màn sī bèi gé
hutthurm,胡图尔姆,hú tú ěr mǔ
großostheim,大奥斯特海姆,dà ào sī tè hǎi mǔ
erlabrunn,埃拉布伦,āi lā bù lún
pforzen,普福尔岑,pǔ fú ěr cén
offenhausen,奥芬豪森,ào fēn háo sēn
sonnen,松嫩,sōng nèn
rottachegern,罗塔赫埃根,luó tǎ hè āi gēn
aletshausen,阿莱茨豪森,ā lái cí háo sēn
mengkofen,门科芬,mén kē fēn
elfershausen,埃尔弗斯豪森,āi ěr fú sī háo sēn
allendorf,阿伦多夫,ā lún duō fū
goldbach,戈尔德巴赫,gē ěr dé bā hè
schalkham,沙尔克哈姆,shā ěr kè hā mǔ
grabau,格拉包,gé lā bāo
kemnath,凯姆纳特,kǎi mǔ nà tè
buxheim,布克斯海姆,bù kè sī hǎi mǔ
eggenthal,埃根塔尔,āi gēn tǎ ěr
reichswehrministerium,帝国国防部,dì guó guó fáng bù
großumstadt,大乌姆施塔特,dà wū mǔ shī tǎ tè
reinbek,赖恩贝克,lài ēn bèi kè
haiger,海格,hǎi gé
stadelhorn,施塔德尔山,shī tǎ dé ěr shān
wmf,福腾宝,fú téng bǎo
alsfeld,阿尔斯费尔德,ā ěr sī fèi ěr dé
alsleben,阿尔斯莱本,ā ěr sī lái běn
rannungen,兰农根,lán nóng gēn
vizekanzler,德国副总理,dé guó fù zǒng lǐ
heinrichsthal,海因里希斯塔尔,hǎi yīn lǐ xī sī tǎ ěr
jork,约克,yuē kè
oberleichtersbach,上莱希特斯巴赫,shàng lái xī tè sī bā hè
sulzthal,苏尔茨塔尔,sū ěr cí tǎ ěr
wildsteig,维尔德施泰格,wéi ěr dé shī tài gé
mespelbrunn,梅斯珀尔布伦,méi sī pò ěr bù lún
ramsthal,拉姆斯塔尔,lā mǔ sī tǎ ěr
großfahner,大法讷,dà fǎ nè
seligenstadt,塞利根施塔特,sāi lì gēn shī tǎ tè
regnitzlosau,雷格尼茨洛绍,léi gé ní cí luò shào
schondra,雄德拉,xióng dé lā
anklam,安克拉姆,ān kè lā mǔ
leipheim,莱普海姆,lái pǔ hǎi mǔ
hildburghausen,希尔德布格豪森,xī ěr dé bù gé háo sēn
tettau,泰陶,tài táo
leuchtenberg,洛伊希滕贝格,luò yī xī téng bèi gé
fuchsstadt,富克斯施塔特,fù kè sī shī tǎ tè
heigenbrücken,海根布吕肯,hǎi gēn bù lǚ kěn
babenhausen,巴本豪森,bā běn háo sēn
kappeln,卡珀尔恩,kǎ pò ěr ēn
euerdorf,奥伊尔多夫,ào yī ěr duō fū
friedberg,弗里德贝格,fú lǐ dé bèi gé
baunatal,包纳塔尔,bāo nà tǎ ěr
schwalmstadt,施瓦尔姆施塔特,shī wǎ ěr mǔ shī tǎ tè
michelstadt,米歇尔施塔特,mǐ xiē ěr shī tǎ tè
pfungstadt,普丰施塔特,pǔ fēng shī tǎ tè
teisnach,泰斯纳赫,tài sī nà hè
sonnenbergwinnenberg,松嫩贝格温嫩贝格,sōng nèn bèi gé wēn nèn bèi gé
rinchnach,林希纳赫,lín xī nà hè
neutraubling,新特劳布灵,xīn tè láo bù líng
lautenbach,劳滕巴赫,láo téng bā hè
lindberg,林德贝格,lín dé bèi gé
geiersthal,盖尔斯塔尔,gài ěr sī tǎ ěr
langdorf,朗多夫,lǎng duō fū
crispendorf,克里斯彭多夫,kè lǐ sī péng duō fū
neckarsulm,内卡苏尔姆,nèi kǎ sū ěr mǔ
eschau,埃绍,āi shào
rugendorf,鲁根多夫,lǔ gēn duō fū
pfarrweisach,普法尔韦萨赫,pǔ fǎ ěr wéi sà hè
püchersreuth,皮谢斯罗伊特,pí xiè sī luó yī tè
segnitz,塞格尼茨,sāi gé ní cí
mayen,迈恩,mài ēn
quickborn,奎克博恩,kuí kè bó ēn
brunsbüttel,布伦斯比特尔,bù lún sī bǐ tè ěr
großregion,萨洛卢,sà luò lú
oberirsen,上伊尔森,shàng yī ěr sēn
roßtal,罗斯塔尔,luó sī tǎ ěr
kuchelmiß,库赫尔米斯,kù hè ěr mǐ sī
pliening,普利宁,pǔ lì níng
teldau,泰尔道,tài ěr dào
ammersbek,阿默斯贝克,ā mò sī bèi kè
mantel,曼特尔,màn tè ěr
barbing,巴尔宾,bā ěr bīn
bernhardswald,贝恩哈茨瓦尔德,bèi ēn hā cí wǎ ěr dé
reichsrundfunkgesellschaft,帝国广播公司,dì guó guǎng bō gōng sī
ammerthal,阿默塔尔,ā mò tǎ ěr
frauenau,弗劳厄瑙,fú láo è nǎo
gotteszell,戈特斯采尔,gē tè sī cǎi ěr
ammerndorf,阿默恩多夫,ā mò ēn duō fū
ratshausen,拉茨豪森,lā cí háo sēn
ammerbuch,阿默布赫,ā mò bù hè
helmstadt,黑尔姆施塔特,hēi ěr mǔ shī tǎ tè
warmensteinach,瓦门施泰纳赫,wǎ mén shī tài nà hè
windorf,温多夫,wēn duō fū
waghäusel,瓦格霍伊瑟尔,wǎ gé huò yī sè ěr
ruhmannsfelden,鲁曼斯费尔登,lǔ màn sī fèi ěr dēng
oberpöring,上珀灵,shàng pò líng
reichertshausen,赖谢茨豪森,lài xiè cí háo sēn
schmalkalden,施马尔卡尔登,shī mǎ ěr kǎ ěr dēng
drachselsried,德拉赫瑟尔斯里德,dé lā hè sè ěr sī lǐ dé
patersdorf,帕特斯多夫,pà tè sī duō fū
fuchstal,富克斯塔尔,fù kè sī tǎ ěr
flohseligenthal,弗洛塞利根塔尔,fú luò sāi lì gēn tǎ ěr
uebigauwahrenbrück,于比高瓦伦布吕克,yú bǐ gāo wǎ lún bù lǚ kè
hemmingstedt,黑明施泰特,hēi míng shī tài tè
wendelstein,文德尔施泰因,wén dé ěr shī tài yīn
poppenricht,波彭里希特,bō péng lǐ xī tè
wolpertswende,沃尔珀茨文德,wò ěr pò cí wén dé
porzellansammlung,德累斯顿瓷器收藏馆,dé lèi sī dùn cí qì shōu cáng guǎn
hollenbach,霍伦巴赫,huò lún bā hè
fredenbeck,弗雷登贝克,fú léi dēng bèi kè
pfinztal,普芬茨塔尔,pǔ fēn cí tǎ ěr
gaggenau,加格瑙,jiā gé nǎo
möckmühl,默克米尔,mò kè mǐ ěr
burgfriedenspolitik,城堡和平,chéng bǎo hé píng
schmidmühlen,施米德米伦,shī mǐ dé mǐ lún
meinhard,迈恩哈德,mài ēn hā dé
ebrach,埃布拉赫,āi bù lā hè
leingarten,莱恩加滕,lái ēn jiā téng
malente,马伦特,mǎ lún tè
monheim,蒙海姆,méng hǎi mǔ
grevesmühlen,格雷沃斯米伦,gé léi wò sī mǐ lún
bleicherode,布莱谢罗德,bù lái xiè luó dé
niederschönenfeld,下舍嫩费尔德,xià shè nèn fèi ěr dé
maihingen,迈英根,mài yīng gēn
biberkopf,比伯山,bǐ bǎi shān
hoppstädtenweiersbach,霍普施泰滕魏尔斯巴赫,huò pǔ shī tài téng wèi ěr sī bā hè
oberoppurg,上奥普格,shàng ào pǔ gé
oberhof,奥伯霍夫,ào bǎi huò fū
hohenwart,霍恩瓦特,huò ēn wǎ tè
thüngen,廷根,tíng gēn
schweitenkirchen,施韦滕基兴,shī wéi téng jī xīng
reichertshofen,赖谢茨霍芬,lài xiè cí huò fēn
ilmmünster,伊尔明斯特,yī ěr míng sī tè
rudolstadt,鲁多尔施塔特,lǔ duō ěr shī tǎ tè
pahlen,帕伦,pà lún
manhagen,曼哈根,màn hā gēn
lützen,吕岑,lǚ cén
barmstedt,巴姆施泰特,bā mǔ shī tài tè
hohenmölsen,霍恩默尔森,huò ēn mò ěr sēn
anzing,安青,ān qīng
albbruck,阿尔布鲁克,ā ěr bù lǔ kè
apfeldorf,阿普弗尔多夫,ā pǔ fú ěr duō fū
arnschwang,阿恩施旺,ā ēn shī wàng
attenweiler,阿滕韦勒,ā téng wéi lè
amorbach,阿莫巴赫,ā mò bā hè
nördlingen,讷德林根,nè dé lín gēn
allstedt,阿尔施泰特,ā ěr shī tài tè
pfakofen,普法科芬,pǔ fǎ kē fēn
pielenhofen,皮伦霍芬,pí lún huò fēn
erbendorf,埃本多夫,āi běn duō fū
langenwetzendorf,朗根韦岑多夫,lǎng gēn wéi cén duō fū
aresing,阿雷辛,ā léi xīn
langewiesen,朗格维森,lǎng gé wéi sēn
wildetaube,维尔德陶贝,wéi ěr dé táo bèi
bunde,本德,běn dé
eltmann,埃尔特曼,āi ěr tè màn
wittislingen,维蒂斯林根,wéi dì sī lín gēn
dettelbach,代特尔巴赫,dài tè ěr bā hè
lauterhofen,劳特霍芬,láo tè huò fēn
ebermannstadt,埃伯曼施塔特,āi bǎi màn shī tǎ tè
clausthalzellerfeld,克劳斯塔尔采勒费尔德,kè láo sī tǎ ěr cǎi lè fèi ěr dé
weener,韦讷,wéi nè
grünberg,格林贝格,gé lín bèi gé
löwenstein,勒文施泰因,lè wén shī tài yīn
kolkwitz,科尔克维茨,kē ěr kè wéi cí
angermünde,安格尔明德,ān gé ěr míng dé
arnstein,阿恩施泰因,ā ēn shī tài yīn
andernach,安德纳赫,ān dé nà hè
daimlerreitwagen,戴姆勒摩托车,dài mǔ lè mó tuō chē
weisendorf,魏森多夫,wèi sēn duō fū
gefrees,格夫雷斯,gé fū léi sī
egglkofen,埃格尔科芬,āi gé ěr kē fēn
wiesthal,维斯塔尔,wéi sī tǎ ěr
bellenberg,贝伦贝格,bèi lún bèi gé
nonnenhorn,农嫩霍恩,nóng nèn huò ēn
weyarn,韦亚恩,wéi yà ēn
ellingen,埃林根,āi lín gēn
schmatzin,施马钦,shī mǎ qīn
rodewald,罗德瓦尔德,luó dé wǎ ěr dé
waakirchen,瓦基兴,wǎ jī xīng
sondershausen,松德斯豪森,sōng dé sī háo sēn
gollhofen,戈尔霍芬,gē ěr huò fēn
arnis,阿尼斯,ā ní sī
ochsenhausen,奥克森豪森,ào kè sēn háo sēn
andenhausen,安登豪森,ān dēng háo sēn
sünching,辛兴,xīn xīng
peenemünde,佩讷明德,pèi nè míng dé
hettenshausen,黑滕斯豪森,hēi téng sī háo sēn
wonfurt,翁富特,wēng fù tè
seybothenreuth,赛博滕罗伊特,sài bó téng luó yī tè
obernbreit,奥伯恩布赖特,ào bǎi ēn bù lài tè
kleinwallstadt,小瓦尔施塔特,xiǎo wǎ ěr shī tǎ tè
kallmünz,卡尔明茨,kǎ ěr míng cí
ruderting,鲁德廷,lǔ dé tíng
nassenfels,纳森费尔斯,nà sēn fèi ěr sī
hintertiefenbach,后蒂芬巴赫,hòu dì fēn bā hè
kasendorf,卡森多夫,kǎ sēn duō fū
bargstedt,巴格施泰特,bā gé shī tài tè
steinsfeld,施泰因斯费尔德,shī tài yīn sī fèi ěr dé
trabitz,特拉比茨,tè lā bǐ cí
marktschorgast,马克特绍尔加斯特,mǎ kè tè shào ěr jiā sī tè
breitenberg,布赖滕贝格,bù lài téng bèi gé
