de_haŋkə	항케
zh_tsʊ˥ŋʈʂɤ˧˥	종철
zh_swei̯˥ɕjɛ˥˩n	쑤이현
zh_ʈʂau̯˥y˥˩	자오위
zh_tɕi˥˩ŋy˥˩	징위
zh_ʈʂɻ̩˥˩ʈʂʊ˥ŋ	즈중
zh_a˥ni˥˩	안이
zh_ka˥na˥nɕjɛ˥˩n	첸안현
zh_i˧˥xwa˧˥ŋɕjɛ˥˩n	이황현
zh_ʈʂʰa˧˥ŋ	창
zh_ai̯˥˩i˥ŋ	아이잉
zh_ʂwə˥˩n	순
zh_xə˧˥ŋʂa˥nɕjɛ˥˩n	헝산현
zh_li˥˩fa˧˥n	리판
zh_ma˧˩˧	마
zh_ʈʂʊ˥˩ŋfu˧˥	중푸
zh_ʂɻ̩˧˥	스
zh_tɕja˥wə˧˥n	오자원
zh_ɕy˧˥kʰwə˥n	이쉬쿤
zh_jʊ˧˩˧ŋwə˧˥n	윙만
zh_kwa˥ŋɻʊ˧˥ŋ	광룽
zh_ai̯˥˩tsɤ˧˥tsɹ̩˥	아지지
zh_pu˥˩kau̯˥	푸가오
zh_xai̯˧˩˧ɕjʊ˧˥ŋ	하이슝
zh_ta˥˩y˧˥ɕjɛ˥˩n	다위현
zh_ku˥ɥɛ˧˥nɕjɛ˥˩n	구위안현
zh_y˧˩˧tɕʰi˧˩˧	위치
zh_ʂə˥ŋy˥˩	성위
zh_xə˧˥ŋi˥˩	헝이
zh_ʂɻ̩˥˩tɕʰi˧˥	스치
zh_xɤ˥˩la˧˥nɕjɛ˥˩n	허란현
zh_ɕi˥ɕja˧˥ɕjɛ˥˩n	시샤현
zh_ʈʂa˥˩nʂu˥	잔수
zh_ʈʂʰa˥˩ŋ	창
zh_wə˧˥ntau̯˥˩	만다오
zh_ʈʂʰwa˧˥nkwa˧˩˧ŋ	촨광
zh_ja˥˩tɕy˥n	야쥔
zh_ɻɤ˥˩pi˧˩˧ja˥˩	레비야
zh_ʈʂɻ̩˥˩i˥˩	즈이
zh_ɕja˥˩i˥˩ɕjɛ˥˩n	샤이현
zh_mi˧˩˧ntɤ˧˥	민덕
zh_xɤ˥˩njɛ˧˥n	허녠
zh_wə˧˥ntɕi˧˩˧ŋ	원징
zh_u˥ɕi˥ɕjɛ˥˩n	우시현
zh_sɹ̩˥ɥɛ˧˩˧n	사원
zh_pu˥˩tɕʰi˥ŋ	부칭
zh_ʂa˥	사
zh_kwa˥nkə˥n	관건
zh_xwa˥	화
zh_tʊ˥ŋpʰwo˥ɻou̯˥˩	동파육
zh_ɕɥe˧˩˧ma˥˩n	설만
zh_ʈʂə˥˩ni˥˩	전이
zh_tɕja˥i˥ŋ	가영
zh_pi˥˩u˧˩˧	비우
zh_a˥ntsɤ˧˥ɕjɛ˥˩n	안쩌현
zh_kʰɤ˧˩˧ɕi˥n	커신
zh_tɕja˥ɥe˥˩	자웨
zh_fa˥ŋy˧˩˧n	팡윈
zh_ʈʂə˥˩nxwa˧˥n	잔완
zh_ʂɻ̩˥fə˥ŋ	스펑
zh_xai̯˧˩˧tɕʰi˧˥	하이치
zh_tsai̯˥˩ɻa˧˥n	재연
zh_xʊ˧˥ŋwə˧˥n	훙원
zh_tʰai̯˥˩mjau̯˥˩	태묘
zh_tɕy˥˩nmi˧˩˧n	오쥔민
zh_ɻwei̯˥˩xwa˧˥n	루이환
zh_pa˥tɕʰi˥ŋɕjɛ˥˩n	바칭현
zh_ɕjau̯˧˩˧ni˧˥ŋ	샤오닝
zh_lu˧˩˧ʂa˥nɕjɛ˥˩n	루산현
zh_lwo˥	뤄
zh_y˥˩ɕjɛ˧˥n	육한
zh_ɕja˥ŋtʰʊ˧˥ŋ	샹퉁
zh_pwo˧˥ʈʂʰau̯˥	보차오
zh_kau̯˥ɕjɛ˥˩n	가오현
zh_tɕi˧˩˧ŋy˧˥	징위
zh_je˥˩	예
zh_kwo˧˥xwei̯˥	궈후이
zh_mi˧˥nxwei̯˥˩	민후이
zh_wə˥˩nfei̯˥	원페이
zh_ɕjau̯˧˩˧tɕy˥n	샤오쥔
zh_tʰi˧˥ŋwei̯˥	우팅웨이
zh_ɕɥɛ˥˩njou̯˥˩	쉬안유
zh_ʈʂʊ˥ŋʂa˥nli˧˥ŋ	중산릉
zh_tɕi˧˥lʊ˧˥ŋ	지룽
zh_i˥u˧˥ɕjɛ˥˩n	이우현
zh_tɤ˧˥xwai̯˧˥	더화이
zh_ʂu˧˩˧tɕy˥˩n	촉군
zh_tʰa˥ŋxau̯˥˩	탕하오
zh_ʈʂɻ̩˥tɕʰjɛ˥n	즈첸
zh_fu˧˩˧wei̯˧˩˧	푸웨이
zh_pwo˧˥li˥˩ɕjɛ˥˩n	보리현
zh_xʊ˧˥ŋpi˥n	훙빈
zh_xɤ˧˥ɕjɛ˥˩n	허현
zh_ʈʂə˥˩n	전
zh_tɕi˥˩ŋ	징
zh_xɤ˥˩	허
zh_tʰjɛ˥ntə˥ŋ	풍등
zh_lwa˧˥n	롼
zh_y˥˩mi˧˥nɕjɛ˥˩n	위민현
zh_kɤ˧˥ə˞˧˩˧ɕjɛ˥˩n	가얼현
zh_ɕy˥˩ta˥n	쉬단
zh_pi˥˩sə˥n	비썬
zh_tɕi˥˩ŋʈʂʰu˥	징추
zh_ʈʂau̯˥i˧˩˧ŋ	자오잉
zh_tɕi˥˩kwa˥ŋ	계광
zh_ʈʂʰwə˧˥ntɕʰi˥ŋ	안춘칭
zh_tɕi˥nkʰa˥ŋ	진캉
zh_ɕi˥y˧˥	시위
zh_tɕy˥˩nxau̯˧˥	쥔하오
zh_ka˥nli˥˩	첸리
zh_ɻwei̯˥˩ja˧˥ŋ	우루이양
zh_lwo˥˩pi˥n	뤄빈
zh_ɕi˥fə˥ŋɕjɛ˥˩n	시펑현
zh_mi˧˥tu˥˩ɕjɛ˥˩n	미두현
zh_ɕjau̯˧˩˧xʊ˧˥ŋ	샤오훙
zh_ʈʂə˥˩ŋkwa˥ŋ	징궝
zh_xai̯˧˩˧tɕy˥n	하이쥔
zh_ʈʂʰou̯˧˩˧	처
zh_jʊ˧˩˧ŋlje˥˩	융례
zh_ʂu˥˩sə˥n	수썬
zh_tʰje˧˩˧ʂə˥ŋ	톄성
zh_tɕi˥ntɕʰɥɛ˧˥n	진취안
zh_tɕja˥ʈʂə˥n	자전
zh_ʂau̯˥˩mi˧˩˧n	사오민
zh_jʊ˧˩˧ŋmu˥˩li˧˥ŋ	영목릉
zh_ɕjau̯˧˩˧tɕi˥ŋ	샤오징
zh_ɕi˥ŋɕy˥˩	싱쉬
zh_swei̯˥˩	쑤이
zh_pʰu˧˥ɕjɛ˥˩n	푸현
zh_i˥˩tʰa˧˥ŋ	이탕
zh_tɤ˧˥tɕja˥ŋ	더장
zh_tɕja˥i˥˩	자이
zh_tʰjɛ˥nfa˥˩ŋ	톈팡
zh_ʈʂʰə˧˥ŋtɕy˥n	청쥔
zh_ja˧˩˧fei̯˥	우야페이
zh_ja˧˩˧tʰʊ˧˥ŋ	이야퉁
zh_i˧˥ŋʈʂʰwə˥n	이잉춘
zh_fə˧˥ŋ	펑
zh_pwo˧˥ja˧˥ŋ	보양
zh_fei̯˥ə˞˧˥	페이얼
zh_fa˥ŋ	팡
zh_ɥɛ˧˥nkʰwə˥n	위안쿤
zh_ʈʂʰwa˧˥ntɕʰi˧˥	트럼치
zh_ʈʂa˧˩˧npʰə˧˥ŋ	잔펑
zh_y˥˩mi˧˥ŋ	위밍
zh_jau̯˥˩fu˥˩	이우푸
zh_ɥɛ˧˥n	위안
zh_tʰjɛ˥ni˧˥	톈이
zh_xʊ˧˥ŋtɤ˧˥	홍득
zh_ʈʂə˥˩ŋi˥ŋ	정잉
zh_tʰi˥ŋja˧˥ŋ	오팅양
zh_ai̯˥˩i˧˥	아이이
zh_y˥˩ʂa˥nɕjɛ˥˩n	위산현
zh_wa˥˩ntɕʰɥɛ˧˥n	완취안
zh_kɤ˧˥la˧˥nʂɻ̩˥˩	갈란츠
zh_jɛ˥ntsʰai̯˥˩	파오차이
zh_tsə˥ŋɕjɛ˥n	쩡셴
zh_kwa˥˩nɻu˧˩˧	오관루
zh_jʊ˧˩˧ŋxwa˧˥	융화
zh_tɕʰi˥˩ŋli˧˥ŋ	칭링
zh_li˧˥ŋli˧˥ŋ	링링
zh_wei̯˥˩pi˥n	웨이빈
zh_li˥˩tɕjau̯˥	리자오
zh_tɕi˥˩nai̯˥˩	지나이
zh_ai̯˥˩ta˧˥	에이다
zh_ljou̯˧˥ʈʂʰə˧˥ŋ	이류청
zh_tsʰɹ̩˧˥ɕjɛ˥˩n	츠현
zh_a˥nɥe˥˩ɕjɛ˥˩n	안웨현
zh_ʈʂɻ̩˥ɕjɛ˧˥n	즈셴
zh_lei̯˥˩fə˧˩˧n	라이판
zh_jʊ˧˩˧ŋʈʂʰwə˧˥n	융춘
zh_ʈʂau̯˥˩tɕy˥n	자오쥔
zh_jʊ˧˩˧ŋʈʂɤ˧˥	영철
zh_ɻwə˥˩ntʰau̯˥	룬타오
zh_jɛ˧˥nsʊ˥ŋ	이옌쑹
zh_ɕi˥ŋli˥˩	싱리
zh_ʂau̯˧˩˧y˧˥n	소운
zh_kwa˧˩˧ŋni˧˥ŋ	광닝
zh_i˧˩˧ʂə˥ŋ	오이성
zh_ʂwa˥ŋ	솽
zh_ʂwa˧˩˧ŋʂwa˧˩˧ŋ	솽솽
zh_ɻɻ̩˥˩xʊ˧˥ŋ	일홍
zh_nai̯˧˩˧wei̯˥	나이와이
zh_ɕi˥nka˧˩˧ŋɕja˥ŋ	신강향
zh_tɕy˥˩nni˧˥ŋ	준닝
zh_jɛ˧˥npʰei̯˧˥	옌페이
zh_tʰje˧˩˧lja˧˥ŋ	톄량
zh_pi˧˩˧ŋi˥˩	빙이
zh_i˧˥tɕy˥nɕjɛ˥˩n	이쥔현
zh_ʈʂʰə˧˥ŋtsʊ˥ŋ	청쭝
zh_pʰa˧˥na˥nɕjɛ˥˩n	판안현
zh_ɕjau̯˧˩˧jɛ˧˥n	샤오옌
zh_fwo˧˥kwa˥ŋsɹ̩˥˩	포광사
zh_tʰjɛ˥ny˧˩˧	톈위
zh_li˥˩ɻu˧˥	리루
zh_kʰɤ˥˩ʂa˥nɕjɛ˥˩n	커산현
zh_ʈʂə˥ŋ	정
zh_ʈʂɻ̩˥˩ʈʂʰə˧˥ŋ	즈청
zh_kʰɤ˥˩tɕje˧˥	커제
zh_ʈʂʰwə˥ntɕʰi˧˥	춘치
zh_tʰi˧˥ŋfə˥ŋ	정봉
zh_kwo˧˥jɛ˧˥n	궈옌
zh_sʊ˥ŋɕjɛ˥˩n	쑹현
zh_lɤ˥˩ɕi˥ŋ	러싱
zh_ta˥˩i˥ŋɕjɛ˥˩n	다잉현
zh_u˧˩˧ni˧˥ŋɕjɛ˥˩n	우닝현
zh_xai̯˧˩˧su˥˩	하이쑤
zh_ʈʂɻ̩˥li˧˥n	지림
zh_fa˥n	판
zh_nu˧˩˧ə˞˧˩˧	누르
zh_xwa˧˥tɕy˥n	화쥔
zh_tɕi˥˩ŋtʰi˧˥ŋ	이징팅
zh_pwo˧˥tɕʰy˧˥	보취
zh_ly˥˩ʈʂʰə˧˥ŋ	율성
zh_kwa˧˩˧ŋlu˥˩	광루
zh_kʰa˧˩˧ni˥˩ŋ	칸잉
zh_sa˥	사
zh_fu˧˥kou̯˥ɕjɛ˥˩n	푸거우현
zh_tɕja˥ŋa˥nɕjɛ˥˩n	장안현
zh_mi˧˩˧ntɕy˥n	민쥔
zh_tɕʰi˧˥	이치
zh_ʈʂə˥˩nkʰwə˥n	이전쿤
zh_xai̯˧˩˧tɕʰja˧˥ŋ	하이창
zh_tɕi˥˩ŋwə˧˥n	정문
zh_i˥˩ɕja˧˥ŋ	이샹
zh_ʈʂʊ˥˩ŋpa˥ɕjɛ˥˩n	중바현
zh_fei̯˥fa˧˥n	페이판
zh_tɕi˧˩˧ŋ	징
zh_sa˥ŋ	쌍
zh_ta˥nta˥n	단단
zh_tɕʰi˧˥ɻwə˥˩n	치룬
zh_kʰa˥ŋ	캉
zh_tɕi˧˩˧ŋli˧˥n	징린
zh_tsɹ̩˧˩˧na˧˥n	쯔난
zh_tɕy˥˩lu˥˩ɕjɛ˥˩n	쥐루현
zh_sɹ̩˥	쓰
zh_tɕi˧˥ɕjɛ˧˥n	지셴
zh_ʈʂɤ˧˥xa˥˩n	저한
zh_ku˧˩˧ʈʂʰa˧˥n	구찬
zh_ʈʂʰə˧˥ŋfa˥	청파
zh_tʰʊ˧˥ŋʂu˥	퉁수
zh_ʈʂʰwə˥ny˧˩˧	춘위
zh_xʊ˧˥ŋʂə˥ŋ	훙성
zh_tɕɥɛ˥n	쥐안
zh_ʈʂʰʊ˧˥ŋjau̯˧˥	총야오
zh_tʰu˧˩˧ja˥˩tsɹ̩˥	툰야즈
zh_ʈʂʰə˧˥nɕi˥ŋ	천싱
zh_tɕjɛ˥˩nwə˧˥n	젠원
zh_tɕʰi˧˥y˧˥n	치윈
zh_ʈʂʰʊ˧˥ŋʈʂɻ̩˥˩	충즈
zh_ja˥˩tɕʰi˥ŋ	야칭
zh_ɕy˥˩nʈʂau̯˥	쉰자오
zh_kwa˥ŋtsʰa˥˩n	광찬
zh_ʈʂə˥˩nʂə˥ŋ	전성
zh_ʈʂɻ̩˥˩ɕɥɛ˥n	즈쉬안
zh_jau̯˥˩je˥˩	야오예
zh_y˧˩˧ni˧˥ŋ	위닝
zh_wei̯˧˥ɕi˥ŋ	웨이싱
zh_ʂwo˥˩	숴
zh_wə˧˥npʰei̯˥˩	원페이
zh_wei̯˥ljɛ˧˥n	와이림
zh_fa˧˥nɕjʊ˧˥ŋ	판슝
zh_xɤ˧˥na˧˥nʂə˧˩˧ŋ	허난성
zh_kə˥˩ŋɕi˥n	겅신
zh_kʰwə˥nmi˧˥ŋ	쿤밍
zh_ɕi˥ntwo˧˩˧	신둬
zh_tɕʰi˧˥ntɕʰi˧˥n	친친
zh_fei̯˧˩˧fei̯˧˩˧	페이페이
zh_ʂau̯˥˩ɕjʊ˧˥ŋ	사오슝
zh_ʈʂʰwə˥nʂə˥ŋ	춘성
zh_kʰɤ˥˩sə˥n	우케종
zh_fu˥˩ni˧˥ŋɕjɛ˥˩n	푸닝현
zh_tɕʰja˧˥ŋtʊ˥ŋ	창둥
zh_kwo˧˥lja˧˥ŋ	궈량
zh_kwo˥˩	궈
zh_pwo˧˥ʈʂɻ̩˥	바이즈
zh_i˥˩kʰai̯˧˩˧	이카이
ko_asakʰut͡ɕʰiɡun	아사쿠치군
ko_pɛntɯ	밴드
ko_edʑimunto	에지문도
ko_tɛsik̚	대식
ko_pʰasjekʰu	파셰쿠
ko_t͡ɕɛhɯm	재흠
ko_tumeɾɯ	두메르
ko_sɯupʰɯsɯ	스우프스
ko_ladat͡ɕʰɯ	라다츠
ko_nei	네이
ko_kʰosiɾani	코시라니
ko_ap̚t͈esɯllam	압데슬람
ko_pʰeibʌ	페이버
ko_tabolli	다볼리
ko_munhwasʌŋ	문화성
ko_sellek̚tʰibɯ	셀렉티브
ko_saninhjʌn	산인현
ko_t͡ɕilpesɯtʰʌ	질베스터
ko_t͡ɕwillu	쥔루
ko_tokʰiokʰa	도키오카
ko_haɾaltʰɯ	하랄트
ko_t͡ɕʰiheidʑe	치헤이제
ko_kʰju	큐
ko_itʰiŋ	이팅
ko_kʰont͡ɕʰitʰa	콘치타
ko_haŋnul	학눌
ko_ikʰuina	이쿠이나
ko_tallentʌ	달렌더
ko_malpʌn	말번
ko_tikʰomano	디코마노
ko_kwaŋtʰao	광타오
ko_paisɯbaillʌ	바이스바일러
ko_lompaɾɯdisɯ	롬바르디스
ko_nak̚tʰɛ	낙태
ko_kʰasɯtʰello	카스텔로
ko_hidasanmɛk̚	히다산맥
ko_swebɯniŋ	쉐브닝
ko_seɾantʰoni	세란토니
ko_hɯbalpa	흐발바
ko_pʰallanik̚	팔라닉
ko_kʰadʑɯjukʰi	카즈유키
ko_tʰobin	토빈
ko_allidʑe	알리제
ko_neit͡ɕʰʌ	네이처
ko_kʰoɾi	코리
ko_t͡ɕʰɯbasɯ	츠바스
ko_jesʌ	예서
ko_haɾuna	하루나
ko_kʰɯllweɾi	클뢰리
ko_t͡ɕoɾɯdʑinju	조르지뉴
ko_piɡon	비곤
ko_ɛnsɯn	앤슨
ko_liomadʑoɾe	리오마조레
ko_sukʰu	수쿠
ko_t͡ɕʰipʰɯkʰa	치프카
ko_okʰiʌ	오키어
ko_aɾibe	아리베
ko_kaiʌ	가이어
ko_pʰɯllɛŋpal	플랭발
ko_kɯɾadolli	그라돌리
ko_mijotʰadʑʌŋ	미요타정
ko_hatʰakʰejama	하타케야마
ko_saje	사예
ko_t͡ɕeɾokʰobidɯ	제로코비드
ko_husiŋtʰɯɾi	후싱트리
ko_okʰioneɾo	오키오네로
ko_mempʰisɯ	멤피스
ko_sɛntia	샌디아
ko_maiʌɾiŋkʰɯ	마이어링크
ko_tʰoŋhwa	통화
ko_hinsjo	힌쇼
ko_pʰeɾal	페랄
ko_t͡ɕʰilsʌŋ	칠성
ko_pʰuntʰo	푼토
ko_namkuŋjosʌl	남궁요설
ko_t͡ɕoisɯ	조이스
ko_labenna	라벤나
ko_nami	나미
ko_laihenausʌm	라이헤나우섬
ko_t͡ɕoɾɯdaŋ	조르당
ko_nelsɯn	넬슨
ko_tasol	다솔
ko_tʰɛ	태
ko_hjʌŋsʌ	형서
ko_sɯtʰɯɾosɯkʰan	스트로스칸
ko_ajukʰo	아유코
ko_taɾɛ	다래
ko_wiman	위만
ko_tɯlladoŋsjaŋ	들라동샹
ko_lisiɾidʑʌŋ	리시리정
ko_watʰasija	와타시야
ko_kolt͡ɕɯ	골즈
ko_maɾal	마랄
ko_t͡ɕʰaŋnok̚	창록
ko_mʌsi	머시
ko_paltesɯ	발데스
ko_heɾɯman	헤르만
ko_t͡ɕallit͡ɕʰɯkʰo	잘리츠코
ko_iɡɯɾai	이글아이
ko_lapʰoso	라포소
ko_pedel	베델
ko_tomoɾo	도모로
ko_sinsjaŋhjʌn	신샹현
ko_akʰanho	아칸호
ko_pallopʰɯ	발로프
ko_koɾɯbatʰopʰɯ	고르바토프
ko_koɾohobet͡ɕʰɯ	고로호베츠
ko_ɛllʌtʰɯn	앨러튼
ko_pʌɡi	버기
ko_hia	희아
ko_saɾɯdenja	사르데냐
ko_mitʰohak̚	미토학
ko_sapʰoɾɯtʰa	사포르타
ko_isɯna	이스나
ko_aŋt͡ɕellikʰɯ	앙젤리크
ko_pillʌp̚s͈ɯ	빌럽스
ko_kʰonʌlli	코널리
ko_pʰosɯbʌɾi	포스버리
ko_hjosun	효순
ko_pʰieɾɯkʰamillo	피에르카밀로
ko_kʰɯmudʑok̚	크무족
ko_kebinsɯn	게빈슨
ko_sojun	소윤
ko_oɾiella	오리엘라
ko_tɯɾasena	드라세나
ko_pʰentʰak̚s͈ɯ	펜탁스
ko_wʌltɯɾon	월드론
ko_pɯɾuni	브루니
ko_t͡ɕuŋpʰaŋhjʌn	중팡현
ko_poɾɯt͡ɕʰin	보르친
ko_siɾatʰama	시라타마
ko_pʰontʰasiebe	폰타시에베
ko_kɯɾapʰasonni	그라파손니
ko_t͡ɕʌŋt͡ɕin	정진
ko_lenok̚s͈ɯboidɯ	레녹스보이드
ko_jʌŋi	영이
ko_lɛŋpʰʌdɯ	랭퍼드
ko_t͡ɕʰʌɾu	철우
ko_inʌk̚	이넉
ko_lʌkʰi	러키
ko_kumadʑʌŋ	구마정
ko_tʰʌdʑi	터지
ko_siʌn	시언
ko_masi	마시
ko_modiano	모디아노
ko_podʑi	보지
ko_wemeɾɯ	외메르
ko_sihokʰo	시호코
ko_tʰuɾina	투리나
ko_muɾoi	무로이
ko_aidʑeia	아이제이아
ko_eollie	에올리에
ko_tʰantʌ	탄더
ko_t͡ɕʰokʰobol	초코볼
ko_lidɯ	리드
ko_aɾɯtʰepʰiadʑa	아르테피아자
ko_sakʰai	사카이
ko_moɾisakʰi	모리사키
ko_popʰeɾɛŋ	보페랭
ko_toŋpʰil	동필
ko_t͡ɕepʰet͡ɕʰɯkʰi	제페츠키
ko_toɾɯnokʰɯ	도르노크
ko_alkʰonaba	알코나바
ko_tanino	다니노
ko_wanpʰʌŋ	완펑
ko_s͈ɯnamotʰo	쓰나모토
ko_pʰakʰɯsɯ	파크스
ko_juŋnje	융례
ko_maɾiaɾɯlletʰɯ	마리아를레트
ko_tʰahɯɾatʰɯ	타흐라트
ko_twilleɾi	뒬레리
ko_pʰalljosa	팔료사
ko_noba	노바
ko_kusama	구사마
ko_kʰeɾɯmʌ	케르머
ko_pwiɾɯkʰi	뷔르키
ko_eɾal	에랄
ko_seni	세니
ko_luasiaŋpʰɯɾaŋsɯ	루아시앙프랑스
ko_sjeɾʌdɯ	셰러드
ko_pʰaɾɯnjo	파르뇨
ko_lijoŋ	리용
ko_pʰɯllotʰiŋ	플로팅
ko_tʰakʰahaɾu	타카하루
ko_naudu	나우두
ko_t͡ɕʰenwei	첸웨이
ko_lʌpʰel	러펠
ko_powʌn	보원
ko_eŋkelkʰe	엥겔케
ko_kʰaŋtʰɯllubɯ	캉틀루브
ko_hʌdɯmʌn	허드먼
ko_winpʰiŋ	윈핑
ko_t͡ɕamʌ	자머
ko_kʰaɾelasɯ	카레라스
ko_tikʰɯman	디크만
ko_t͡ɕʰɯt͡ɕʰija	츠치야
ko_t͡ɕʰikʰano	치카노
ko_pʰɯɾodʑek̚tʰɯ	프로젝트
ko_pʰʌpʰomʌnsɯ	퍼포먼스
ko_lana	라나
ko_oɾiaŋ	오리앙
ko_kʰitʰi	키티
ko_seɾano	세라노
ko_wʌlkʰʌt̚	월컷
ko_tʰʌsɯkʰʌllusa	터스컬루사
ko_eɾɯna	에르나
ko_tʰajani	타야니
ko_opʰʌŋwʌn	오펑원
ko_hɛmiŋ	해밍
ko_oikʰaŋ	오이캉
ko_kjupʰuŋ	규풍
ko_kaɡo	가고
ko_sjosɯtʰɛk̚	쇼스택
ko_kʰasalsɯ	카살스
ko_t͡ɕabɯlloŋsɯkʰi	자블롱스키
ko_p͈aŋ	빵
ko_lopʰisie	로피시에
ko_sɛŋpɯɾiwe	생브리외
ko_kɯɾɯnie	그르니에
ko_pueɾo	부에로
ko_sɯwʌbat͡ɕʰɯkʰi	스워바츠키
ko_ollibiɾɯ	올리비르
ko_t͡ɕoŋil	종일
ko_tʌnseini	던세이니
ko_tamiŋ	다밍
ko_pʰont͡ɕʰi	폰치
ko_alpʰano	알파노
ko_kaɾjaŋ	가량
ko_nonatʰu	노나투
ko_sʌniŋteil	서닝데일
ko_tʰiʌni	티어니
ko_tʰaŋpʰiŋt͡ɕok̚	탕핑족
ko_moɾinobu	모리노부
ko_kimt͡ɕun	김준
ko_mamsɯn	맘슨
ko_at̚kʰesidʑʌŋ	앗케시정
ko_hɛtʰʌ	해터
ko_kʰɯɾotʰʌn	크로턴
ko_panjosɯ	바뇨스
ko_hjaŋki	향기
ko_liɡa	리가
ko_sɯkʰibe	스키베
ko_iwanaiɡun	이와나이군
ko_ilpont͡ɕɛdan	일본재단
ko_aɾɯmaŋtʰieɾɯ	아르망티에르
ko_pobillieɾɯ	보빌리에르
ko_kɯɾat͡ɕʰia	그라치아
ko_mikʰonosɯkʰe	미코노스케
ko_salliba	살리바
ko_oɡat͡ɕʰiɡun	오가치군
ko_amsɯ	암스
ko_nisjel	니셸
ko_pʰaɡunt͡ɕisɯ	파군지스
ko_tʰoɾɯtʰodʑa	토르토자
ko_siɾu	시루
ko_tʰɯɾojanopʰɯ	트로야노프
ko_kijonobu	기요노부
ko_tʰedʑɯl	테즐
ko_mutʰusami	무투사미
ko_t͡ɕʰesɯtʰʌtʰaun	체스터타운
ko_uik̚	우익
ko_njunʌn	뉴넌
ko_josinodʑʌŋ	요시노정
ko_anjesɯ	아녜스
ko_satʰaŋ	사탕
ko_likʰʌdʑɯ	리커즈
ko_pɯɾekʰallo	브레칼로
ko_pʰeɾibou	페리보우
ko_peɾil	베릴
ko_toɾella	도렐라
ko_kʰoɾɯkʰobadu	코르코바두
ko_joŋɰi	용의
ko_tomot͡ɕʰikʰa	도모치카
ko_sintaŋkɛhjʌk̚	신당개혁
ko_sasaɾɯ	사사르
ko_mɛntʰɯl	맨틀
ko_s͈ɯnanobu	쓰나노부
ko_itʰanodʑʌŋ	이타노정
ko_mweɾisɯ	뫼리스
ko_madʑaɡatʰosɯ	마자가토스
ko_pueɾen	부에렌
ko_tuŋka	둥가
ko_taɾɯdʑen	다르젠
ko_peɾɯtʰɯɾam	베르트람
ko_mobʌɾi	모버리
ko_kʰoɾot͡ɕʰa	코로차
ko_t͡ɕuho	주호
ko_peltʰuadʑɯ	벨투아즈
ko_enesɯkʰu	에네스쿠
ko_kaŋnamsanmɛk̚	강남산맥
ko_kɯɾamoŋ	그라몽
ko_koŋtʰobiɾoŋ	공토비롱
ko_mit͡ɕʰuɾinsɯkʰɯ	미추린스크
ko_lit͡ɕʰiŋsɯ	리칭스
ko_eɡintʰʌn	에긴턴
ko_taubeɾɯtʰɯ	다우베르트
ko_iwahunedʑʌŋ	이와후네정
ko_iwanaɡa	이와나가
ko_lonton	론돈
ko_kijotʰakʰedʑʌŋ	기요타케정
ko_sʌŋsosudʑa	성소수자
ko_kalluamoŋpɯɾweŋ	갈루아몽브룅
ko_pʰok̚s͈ɯbaɡen	폭스바겐
ko_hiltʰap̚	힐탑
ko_pedeɾɯkʰe	베데르케
ko_ponit͡ɕʰʌ	보니처
ko_t͡ɕʰaŋsin	창신
ko_sas͈ɯmaɡun	사쓰마군
ko_kʰekʰi	케키
ko_t͡ɕulludʑiŋjo	줄루징요
ko_saipʰi	사이피
ko_kʰaɾɯtʰaŋ	카르탕
ko_allui	알루이
ko_maɾillu	마릴루
ko_mɛdɯn	매든
ko_kjʌŋt͡ɕʰaltɛ	경찰대
ko_lɛbit͡ɕʰɯ	래비츠
ko_atʰikʰa	아티카
ko_henʌtʰɯ	헤너트
ko_t͡ɕʰohɯɾalsɯkʰi	초흐랄스키
ko_lintʌ	린더
ko_hjumnodʌɾi	흄로더리
ko_tɯɾisɯkʰol	드리스콜
ko_lollʌ	롤러
ko_kʰamat͡ɕʰo	카마초
ko_sɯŋsin	승신
ko_sjolkʰine	숄키네
ko_wʌtʰʌsɯtʰʌn	워터스턴
ko_pibɯllisɯ	비블리스
ko_ponitʰatʰibusɯ	보니타티부스
ko_inedʑiɾo	이네지로
ko_kollisju	골니슈
ko_t͡ɕodɛna	조대나
ko_t͡ɕʌɾit̚	저릿
ko_kʰoɾɯpʰinio	코르피니오
ko_itʰu	이투
ko_liodɛŋ	리오댕
ko_aɾɯdʑak̚	아르작
ko_leipʰiltɯ	레이필드
ko_ihaoɾan	이하오란
ko_kʰuanjaɾɯ	쿠아냐르
ko_kʰot͡ɕʰeɾɯ	코체르
ko_isono	이소노
ko_pʰelliɡɯɾa	펠리그라
ko_sakʰadʑi	사카지
ko_montʰanaɾi	몬타나리
ko_t͡ɕʌnsaɰi	전사의
ko_tuhjʌn	두현
ko_pʰɯɾiŋkɯl	프링글
ko_maɾijanopʰɯkʰa	마리야노프카
ko_lobinsɯ	로빈스
ko_sʌusin	서우신
ko_wit͡ɕʰiŋ	위칭
ko_tiŋkʰa	딩카
ko_koŋkam	공감
ko_maɾɯsɯbeɾɯkʰɯ	마르스베르크
ko_mɛk̚s͈i	맥시
ko_ʌmeidʑiŋ	어메이징
ko_kilmʌn	길먼
ko_pʰani	파니
ko_maɡɯnit̚	마그닛
ko_sasɯ	사스
ko_ponman	본만
ko_sopʰɯtʰɯ	소프트
ko_kʰʌsjunʌ	커슈너
ko_matʰʌn	마턴
