de_toːmas	托马斯
it_mand͡ʒa	曼吉亚
it_kolantuono	科兰托诺
it_jorio	佐利奥
it_kasey	凯西
it_saw	肖
it_riotːa	瑞欧塔
it_menkser	门克策
it_kalifano	卡利法诺
it_tonti	坦蒂
it_stratos	斯特拉托斯
it_d͡ʒirelːi	吉雷利
it_bisio	比西奥
it_traʎa	特拉利亚
it_t͡ʃipriani	奇普里亚尼
it_kardini	卡狄尼
it_rauti	劳蒂
it_at͡ʃerbo	阿切尔博
it_ɡui	桂
it_renis	雷尼斯
it_mat͡ʃːo	马西奥
it_kapatonda	卡帕通达
it_felit͡ʃi	费利奇
it_kiamparino	克杨帕利诺
it_mikaela	米凯叶拉
it_santamaria	桑塔玛利亚
it_tatarelːa	塔塔雷拉
it_biɡoɲo	比格诺
it_d͡ʒulietːo	朱利叶托
it_t͡ʃinkuanta	辛奎塔
it_bonɡusto	邦古斯托
it_reder	雷德
it_kutolo	卡托罗
it_poretːi	波雷蒂
it_fatut͡so	法图佐
it_fernanda	费尔南达
it_pivano	皮瓦诺
it_fede	费德
it_stabile	斯塔比尔
it_dionisi	迪奥尼斯
it_ɡastaldi	加斯塔尔迪
it_basːolino	巴索利诺
it_vakːi	瓦基
it_mant͡ʃino	曼奇诺
it_ɡirelːi	吉雷利
it_t͡ʃelestino	塞莱斯蒂诺
it_miʎore	米廖雷
it_petrini	佩特里尼
it_lavarːa	拉瓦拉
it_apːolːonio	阿波罗尼奥
it_stopːa	斯陶帕
it_ard͡ʒentero	阿根提洛
it_lunetːa	卢妮塔
it_desiree	德西里
it_noferini	诺费里尼
it_d͡ʒanriko	詹里科
it_tedeski	特德斯基
it_sapːala	扎帕拉
it_lanotːe	兰诺特
it_amidei	阿米迪
it_katiust͡ʃa	卡蒂乌西亚
it_pit͡sarotːi	比萨罗蒂
it_barbetːi	巴贝蒂
it_almirante	阿尔米兰特
it_kanevari	卡勒瓦尼
it_nard͡ʒiso	纳尔基索
it_kremonini	克雷莫尼尼
it_ɡersi	格尔西
it_donad͡ʒːo	唐阿吉欧
it_d͡ʒeymonat	盖莫纳
it_tobino	托比诺
it_spesi	斯佩兹
it_strada	斯特拉达
it_litːit͡setːo	利特利泽托
it_stat͡ʃːoli	斯塔乔利
it_korsini	柯尔希尼
it_porta	波塔
it_kasːio	卡西奥
it_rit͡suto	里兹图
it_sonːy	桑尼
it_bortolo	博尔托诺
it_mutːi	穆蒂
it_marsanik	马尔萨尼克
it_kurːenti	柯伦帝
it_t͡ʃanetːi	恰内蒂
it_trabalsa	特拉巴扎
it_foʃo	福斯科
it_kiarini	基亚里尼
it_lubiani	卢比亚尼
it_fitːo	维多
it_mart͡ʃano	马西亚诺
it_eranio	埃拉尼奥
it_markionːe	马奇翁
it_d͡ʒusto	朱斯托
it_kantalamesːa	坎塔拉梅萨
it_leonisio	莱奥尼迪奥
it_audisio	奥迪西奥
it_tarantini	塔兰蒂尼
it_kastelːat͡ʃːi	卡斯泰拉奇
it_kavina	卡维纳
it_siɲorini	西格诺里尼
it_skuart͡ʃapino	斯夸夏皮诺
it_arlank	阿兰齐
it_maifredi	麦依弗莱迪
it_matːiae	马蒂尔
it_makːari	马卡里
it_patroni	帕特罗尼
it_ɡrifːi	格里菲
it_bolːe	博莱
it_trefoloni	奇法洛尼
it_ɡandin	甘丁
it_alan	艾伦
it_sorːenti	索兰提
it_t͡ʃibin	西宾
it_sivero	希维罗
it_tamburi	坦布里
it_stokker	史托克
it_pierd͡ʒord͡ʒo	皮尔乔吉奥
it_welby	韦尔比
it_tabat͡ʃːi	塔巴奇
it_tofːoli	托福利
it_kalopresti	卡罗普莱斯帝
it_panfilo	潘菲洛
it_speroni	斯佩罗尼
it_fidenko	菲登科
it_prikolo	普里科洛
it_kiaie	基亚埃
it_kastelːano	卡斯特拉诺
it_let͡ʃːisi	莱切西
it_fuksas	佛克萨斯
it_aɡostinelːi	阿戈斯蒂内利
it_mimbelːi	米姆贝利
it_valenti	瓦伦蒂
it_ɡini	吉尼
it_antonutːi	安东尼奥
it_matarːese	马塔雷塞
it_kolumbro	哥伦布
it_karnelutːi	卡尔内卢蒂
it_miot͡si	苗齐
it_trentin	特伦汀
it_frant͡ʃiʃo	方济各
it_biasin	比亚辛
it_ʃarpelːini	斯卡尔佩利尼
it_alabiso	阿拉比索
it_steel	施特尔
it_ɡarinei	加里内
it_nedo	内多
it_sonetːi	索内蒂
it_sambelːi	赞贝利
it_matːotːi	马托蒂
it_d͡ʒanːetːi	詹内蒂
it_dʼaste	达斯特
it_sabia	萨比亚
it_pelit͡sari	佩里扎里
it_morvilːo	莫维洛
it_pedrotːi	佩德罗蒂
it_bolːani	博拉尼
it_petito	佩蒂托
it_miʎat͡ʃːi	米利亚卡奇
it_fraɡasːo	弗瑞迦索
it_vanio	瓦尼奥
it_amit͡ʃi	阿米奇
it_nik	尼克
it_novet͡ʃento	诺夫森托
it_d͡ʒornelːi	吉奥内利
it_leondefː	莱昂德夫
it_bet	贝特
it_balilːa	巴利拉
it_ausino	奥斯诺
it_titina	蒂蒂娜
it_resːel	雷塞尔
it_kavara	卡瓦拉
it_fiko	菲科
it_d͡ʒunti	准蒂
it_kid͡ʒi	基吉
it_albani	阿尔巴尼
it_ʃardamaʎa	斯卡达玛利亚
it_piat͡ʃentini	皮亚森蒂尼
it_belːisːimo	贝利施莫
it_storti	斯托蒂
it_bakːini	巴齐尼
it_rosalia	罗莎莉娅
it_porkaro	波卡罗
it_anfosːi	安福西
it_sɡriɲa	斯格里尼亚
it_bandiera	班迪拉
it_flaerty	弗莱厄蒂
it_mart͡ʃel	马塞尔
it_bik	比盖
it_ʃaramelːa	斯卡拉梅拉
it_balsan	巴尔赞
it_federsoni	费尔代佐尼
it_lodovika	萝多菲卡
it_komelːo	可米洛
it_but͡ʃːirosːo	布奇罗索
it_ɡarboli	加博利
it_barːera	巴雷拉
it_kenji	肯吉
it_kristoper	克里斯多夫
it_akon	哈肯
it_insinːa	因辛纳
it_marsa	玛扎
it_laudadio	劳达迪奥
it_ʃoʎo	斯科利奥
it_kiapːelːa	奇阿佩拉
it_florestano	弗洛莱斯塔诺
it_vant͡ʃini	凡奇尼
it_italiano	伊塔利亚诺
it_ilario	伊拉里奥
it_damiao	达米昂
it_merlo	梅洛
it_krestani	克雷斯塔尼
it_sanotːi	萨诺蒂
it_blason	布拉森
it_moʃoni	莫斯科尼
it_t͡ʃelant	切兰特
it_enri	亨利
it_krolːa	克罗拉
it_andrius	安德留斯
it_pojavis	波哈维斯
it_krisanti	克里桑蒂
it_teardo	蒂尔多
it_vitːorino	维托里诺
it_veronese	韦罗内塞
it_sylvano	西尔瓦诺
it_busːotːi	布索堤
it_bodini	博蒂尼
it_karolis	卡罗利斯
it_sukːo	苏科
it_bonivento	伯尼文托
it_kamarka	卡马卡
it_frit͡si	弗里齐
it_bene	贝内
it_malkom	马尔科姆
it_marːut͡ʃːi	马鲁奇
it_ɡuat͡ʃːero	古阿赛洛
it_dʼabːrat͡ʃːo	达布拉措
it_bolːini	博利尼
it_d͡ʒusːani	朱撒尼
it_ʃajola	斯卡约拉
it_saɡrebelsky	扎格雷贝尔斯基
it_impastato	印帕斯塔多
it_mikara	米卡拉
it_fresu	弗雷苏
it_tano	塔诺
it_t͡ʃimarosa	希玛罗萨
it_jakopetːi	亚科佩蒂
it_pet͡si	佩齐
it_rao	拉霍
it_rant͡ʃik	兰西奇
it_persiko	珀西科
it_fremont	弗里蒙特
it_pat͡saʎa	帕扎格利亚
it_bravo	布拉沃
it_d͡ʒirometːi	吉罗梅蒂
it_ɡonelːa	戈内拉
it_pierluka	皮尔卢卡
it_tinti	丁蒂
it_malone	马隆
it_baɡolini	巴戈利尼
it_ɡulːo	古洛
it_frida	芙莉妲
it_wilːie	威利
it_belːaɡamba	贝拉甘巴
it_fiamːetːa	菲亚梅塔
it_baralːa	巴拉利亚
it_d͡ʒusti	朱斯蒂
it_kaput͡ʃːi	卡普奇
it_tina	蒂娜
it_aruta	奥鲁塔
it_belːanka	勃兰卡
it_lonɡaretːi	朗加雷蒂
it_kledi	克莱迪
it_kadiu	卡迪乌
it_kolaɡrande	科拉格兰蒂
it_benaʎa	贝纳利亚
it_jalonɡo	贾朗
it_aɡosti	阿戈斯蒂
it_biɡaʎ	比加利
it_bortolut͡si	博尔托卢齐
it_baroni	巴罗尼
it_adelit͡si	阿代利齐
it_bosi	博西
it_mays	梅斯
it_kampiotːi	卡姆皮奥迪
it_turko	图尔科
it_at͡solini	阿佐利尼
it_loik	洛伊克
it_forkoni	福科尼
it_brandimarte	布兰迪马特
it_petris	佩特里斯
it_t͡ʃeirano	切伊拉诺
it_bardut͡ʃːi	巴杜奇
it_betːinelːi	贝蒂内利
it_d͡ʒanːino	吉安妮诺
it_bertorelːi	贝托雷利
it_berselːini	贝尔塞里尼
it_kuaranta	夸兰塔
it_ferːio	费瑞欧
it_bufːardi	布法迪
it_rokːetːi	罗彻缇
it_kloutier	克鲁蒂埃
it_fiorani	菲奥里尼
it_balːista	巴利斯塔
it_amirante	阿米兰特
it_elide	埃尔德
it_tubert	图伯特
it_lavat͡sa	拉瓦萨
it_samaɲi	扎马尼
it_papːalardo	帕帕拉尔多
it_suvik	苏维奇
it_lut͡ʃisano	卢西萨诺
it_d͡ʒid͡ʒo	吉乔
it_alberti	阿尔贝蒂
it_briaski	布里亚斯基
it_sipoli	兹波里
it_marɡaret	玛格丽特
it_obexer	奥伯瑟
it_mard͡ʒe	玛奇
it_kinsky	金斯基
it_siɲoretːi	西诺勒提
it_ɡaspare	加斯帕雷
it_kostelːa	科斯特拉
it_skifano	希法诺
it_oliviero	奥利维罗
it_ɡaja	加亚
it_vaɲot͡si	瓦尼奥齐
it_limido	里米多
it_d͡ʒotːo	乔托
it_bit͡sarːini	比扎里尼
it_mariut͡so	马里乌佐
it_alborɡetːi	阿尔博盖蒂
it_ɡremoli	格雷莫利
it_imperoli	因佩里奥利
it_steɡani	斯蒂加尼
it_tidːia	蒂迪亚
it_vulpiani	乌尔皮亚尼
it_kraveri	克拉韦里
it_ɡreɡory	古格里
it_kar	卡尔
it_d͡ʒoni	吉奥尼
it_stelːone	斯泰洛内
it_paɡanin	帕加宁
it_marːakas	马拉卡什
it_mat͡sukːo	马祖可
it_valter	怀德
it_mad͡ʒːi	马希
it_florio	弗洛里奥
it_moavero	莫阿韦罗
it_milanesi	米兰尼斯
it_ʃanavino	斯卡纳维诺
it_bonuʎa	博奴亚
it_kalvesi	凯尔维斯
it_bedoli	贝多利
it_fois	福伊斯
it_serbini	泽尔比尼
it_sanːa	桑纳
it_felisatːi	费利萨蒂
it_ɡaudioso	高迪奥索
it_kade	卡德
it_binelːi	比内利
it_strat͡ʃːari	斯特拉恰里
it_arieti	阿瑞提
it_vid͡ʒani	维贾尼
it_ɡaudino	高第诺
it_kovat͡ʃik	科瓦西奇
it_meat͡ʃːi	梅奇
it_santesːo	桑特索
it_batːiferːi	巴蒂费里
it_tiribilːi	蒂里比利
it_bosːini	博西尼
it_kaɲi	卡尼
it_sakːiroli	扎基罗利
it_fiorelːo	费奥雷罗
it_bonit͡ʃelːi	博尼切利
it_komin	柯敏
it_ʃandifːio	斯坎迪菲奥
it_padovano	帕多瓦诺
it_mosɛ	梅瑟
it_mart͡ʃa	马西亚
it_lanːa	拉纳
it_tobia	托比亚
it_franselːi	弗兰泽利
it_jakk	杰克
it_draɲa	卓格纳
it_mário	玛略
it_papadopulo	帕帕多普洛
it_natalino	纳塔利诺
it_peʃarolo	佩斯卡罗洛
it_urbinati	乌尔比纳蒂
it_ledːa	凌达
it_romani	罗马尼
it_sulfaro	苏法罗
it_vari	瓦里
it_bontate	邦塔德
it_ʃaramut͡sa	斯卡拉穆扎
it_varone	瓦罗内
it_infast͡ʃelːi	因法斯塞利
it_pat͡saʎ	帕扎利
it_fofi	佛菲
it_nikk	尼克
it_nostro	诺斯特
it_pierːo	皮耶罗
it_kast͡ʃo	卡西欧
it_samale	萨马莱
it_kolt͡ʃaɡo	科尔西亚戈
it_iɲat͡ʃo	伊赫纳西奥
it_ʃokːo	斯科科
it_misːoni	米逊里
it_met͡sanotːe	梅扎诺特
it_d͡ʒinevra	吉内芙拉
it_valiani	瓦利亚尼
it_katːarinik	卡塔里尼奇
it_ilton	希尔顿
it_ipːoliti	伊波利蒂
it_ludovika	卢多维卡
it_anːikiariko	安尼切尔科
it_t͡ʃani	西亚尼
it_karːisi	卡瑞西
it_bastianoni	巴斯蒂安尼
it_branko	布兰科
it_fuʃaɲi	福斯卡尼
it_brusketːa	布鲁斯凯塔
it_kamplone	坎普洛内
it_lomi	洛米
it_barbut͡ʃːi	巴布奇
it_pilip	菲利普
it_tatːaʎa	塔塔基利亚
it_kardilːo	卡尔迪罗
it_nikoland͡ʒelo	尼科朗杰洛
it_baldanelːo	巴尔达内洛
it_skwars	须瓦兹
it_manːi	曼尼
it_ɡrifi	格里菲
it_lobina	洛比纳
it_reɲoli	雷格诺利
it_ɡolisano	戈里萨诺
it_roɲoni	罗尼奥尼
it_mirɔ	米尔
it_bordi	博尔迪
it_delːera	德莱拉
it_lipːo	利波
it_dalmasio	达尔马西奥
it_marki	马尔基
it_ubaldi	波第
it_doriɲy	多里尼
it_kuaroni	冠罗尼
it_ventsizlav	文齐斯拉夫
it_markesi	马凯西
it_marotːa	马罗塔
it_alesːi	艾希列
it_vint͡ʃiɡuerːa	文西格拉
it_parkinson	帕金森
it_alajmo	阿拉杰莫
it_jimːy	吉米
it_fratianːo	弗拉蒂安诺
it_banditelːi	班迪特利
it_reja	雷亚
it_int͡ʃerti	因赛尔迪
it_falorni	法洛尼
it_samparini	赞帕里尼
it_t͡ʃivirani	奇维拉尼
it_koland͡ʒeli	科兰杰利
it_kanɛ	卡内
it_altarelːi	阿塔雷利
it_rolːa	萝拉
it_sibaldi	西巴尔迪
it_papːi	帕皮
it_korsikato	科西嘉托
it_fiandino	菲安迪诺
it_ferːanti	费兰蒂
it_laudek	洛德
it_skikːi	斯基基
it_malatesta	马拉泰斯塔
it_nori	诺伊
it_mofːa	莫法
it_moʃardelːi	莫斯卡尔德利
it_dalːʼoʎo	达洛利奥
it_ved͡ʒetːi	韦吉蒂
it_seɡanti	塞甘蒂
it_kolːe	科莱
it_lelːo	雷奥
it_sarkielːi	萨奇艾里
it_bobːi	博比
it_kampanile	康巴尼勒
it_jones	琼斯
it_inkonis	因科尼斯
it_selen	塞伦
it_delːi	戴笠
it_kolːi	寇利
it_barat͡sutːi	巴拉祖蒂
it_t͡ʃekːato	切卡托
it_desːi	德西
it_ɡirardi	吉拉尔迪
it_piersanti	皮耶尔桑蒂
it_bonsi	邦奇
it_silvestrin	西尔韦斯特林
it_dolt͡ʃi	道尔奇
it_markei	马切伊
it_kristaldi	克里斯塔尔迪
it_inɡroia	英格罗娅
it_botːat͡ʃːoli	博塔乔利
it_d͡ʒilːet	吉莱特
it_ʃatːini	史卡蒂尼
it_teobaldo	特奥巴尔多
it_depetrini	德佩特里尼
it_balestrero	巴莱斯特雷罗
it_ferːoni	费罗尼
it_kolosimo	科洛西莫
it_manfredo	曼弗雷多
it_tafuri	塔夫里
it_sekondo	塞康多
it_kampini	卡皮尼
it_fra	法拉
it_nestor	内斯托尔
it_viatri	比亚特里
it_ania	安雅
it_pieroni	佩罗尼
it_barasːi	巴拉西
it_ɡay	盖伊
it_bonfadelːi	邦法德利
it_tebaldo	提伯尔特
it_kaberto	卡贝尔托
it_konelːi	科内利
it_pit͡sabalːa	皮扎巴拉
it_perːusi	佩吕
it_amːendola	阿门多拉
it_matːeis	麦缇斯
it_ruʃoni	鲁斯科尼
it_furlan	福兰
it_trusːardi	特鲁萨尔迪
it_molelːa	莫雷利亚
it_dat͡si	达莉齐
it_tisiana	蒂齐亚娜
it_lodato	罗达托
it_vuolo	沃洛
it_pit͡si	彼基
it_kanːelːa	卡内拉
it_tovoli	都沃里
it_kaparːini	卡帕里尼
it_pilːitːeri	皮利特里
it_siliɡardi	西里加迪
it_vidali	维达利
it_tonolo	托诺洛
it_vitːorelːi	托维雷利
it_ʃat͡ʃːanot͡ʃe	斯卡克恰诺斯
it_kaso	卡索
it_mond͡ʒardino	蒙吉亚迪诺
it_kaɲat͡ʃːi	卡尼亚齐
it_abdoulaye	阿卜杜莱
it_bamba	邦巴
it_kastorina	卡斯托里纳
it_d͡ʒamːaria	贾玛里亚
it_mertes	莫特斯
it_dany	达尼
it_kampanelːa	坎帕内拉
it_kavat͡soni	卡瓦佐尼
it_sartoris	萨托里斯
it_albert	阿尔贝托
it_kiantoni	基安托尼
it_lupi	卢皮
it_ɡuerːino	格里诺
it_uɡetːo	乌盖托
it_bertut͡ʃːi	贝尔图奇
it_piva	皮瓦
it_sakːaria	扎卡里亚
it_kometːi	科梅蒂
it_berɡamin	贝尔加明
it_mets	梅茨
it_rodeɡiero	罗德基埃罗
it_leoni	里安尼
it_kont͡ʃina	孔契纳
it_mart͡ʃani	马尔恰尼
it_ɡrasːo	格拉索
it_amerika	阿美莉嘉
it_olivo	奥利沃
it_t͡ʃesareo	切萨雷奥
it_pet͡ʃːei	佩奇
it_belikːi	贝利奇
it_t͡ʃelːini	切利尼
it_kordas	科尔达兹
it_barbato	巴尔巴托
it_kordova	科多瓦
it_viani	维亚尼
it_kantafora	坎塔福拉
it_ɡuerːieri	圭列里
it_lotito	洛蒂托
it_t͡ʃeravolo	切拉瓦罗
it_sont͡ʃin	松钦
it_barbaɡalːo	巴尔巴加洛
it_tatɔ	托托
it_pianid͡ʒani	帕亚加尼
it_eprikian	埃弗里基安
it_soavi	索伊
it_kuveilːer	库韦伊莱尔
it_lud͡ʒato	卢贾托
it_ɡamna	加姆纳
it_labelːa	拉德拉
it_lampuɲani	兰帕格纳尼
it_viɲoni	维尼奥尼
it_dobːins	多宾斯
it_sisti	西斯蒂
it_latelːa	拉泰拉
it_dʼakilːe	达基莱
it_kieriko	基耶里科
it_bastianini	巴斯蒂安尼尼
it_doriano	多里亚诺
it_romboni	隆博尼
it_kornakːini	科纳奇尼
it_ɡalbiati	加尔比亚蒂
it_motːi	莫蒂
it_kiarud͡ʒi	基阿鲁吉
it_perkasːi	卢加利
it_ɲone	格诺娜
it_brit͡si	布里齐
it_piera	皮拉
it_deʎ	德格利
it_esposti	埃斯波斯蒂
it_fiser	费雪
it_rad͡ʒːo	拉焦
it_t͡ʃofːi	乔菲
it_sareski	扎雷斯基
it_aʃanio	阿斯卡尼奥
it_t͡ʃelestini	切莱斯蒂尼
it_d͡ʒepːi	杰皮
it_kut͡ʃːari	库奇阿里
it_karniti	卡尼蒂
it_arːy	哈里
it_bertoia	贝尔托亚
it_kanepa	卡妮帕
it_sodːu	索杜
it_t͡ʃinɡolani	辛戈拉尼
it_maɲolfi	马尼奥尔菲
it_almondo	阿尔蒙多
it_emiliani	埃米利安尼
it_badaloni	巴达洛尼
it_kontinensa	康泰恩萨
it_mikelini	米凯利尼
it_brunetːa	布鲁内塔
it_frust͡ʃi	弗鲁西
it_markut͡si	马库奇
it_markorɛ	马可利
it_fasana	法莎娜
it_mit͡ʃːo	米西奥
it_robinʼs	罗宾
it_moɡol	莫哥
it_plate	普拉特
it_jefːrey	杰佛瑞
it_jey	杰
it_ezmeralda	斯梅拉达
it_pivetːi	皮维蒂
it_pertusi	卜图斯
it_mondoniko	蒙多尼科
it_medioli	梅迪奥里
it_maya	玛雅
it_kaetani	凯塔尼
it_sabatino	萨巴提诺
it_madɛ	梅德
it_tredosi	特雷多齐
it_ʃorsa	斯科尔扎
it_elmi	艾米
it_rond͡ʒone	罗吉恩
it_maɡerini	马赫里尼
it_sakːa	萨卡
it_olimpia	奥林匹娅
it_karlisi	卡尔立斯
it_fiorini	菲奥里尼
it_palmas	帕尔马斯
it_benːato	本纳托
it_fast͡ʃetːi	法塞蒂
it_damen	达门
it_roversi	罗维尔西
it_aisa	艾莎
it_ambrasːa	安布拉萨
it_ɡoets	戈茨
it_raɡːianti	拉吉迪
it_albertino	阿尔贝蒂诺
it_ɡrasiosi	格拉齐奥西
it_manɡani	曼加尼
it_d͡ʒanandrea	詹安德烈
it_noseda	诺塞达
it_paratit͡ʃi	柏拉迪治
it_kasardi	卡萨尔迪
it_karlos	卡洛斯
it_olɡuin	奥尔古因
it_rekano	雷卡诺
it_kardone	卡多恩
it_kavalːone	卡弗隆
it_perːier	佩里尔
it_st͡ʃanːa	希安纳
it_sasːanelːi	萨萨内利
it_pierːealain	皮埃尔阿兰
it_meier	迈耶
it_petra	佩特拉
it_marsani	马札尼
it_tersiɲi	特尔西尼
it_mand͡ʒini	曼基尼
it_sperduti	斯珀杜蒂
it_feriana	费里亚娜
it_ferːaɡut͡si	费拉古齐
it_maietːa	梅埃塔
it_tiberi	提贝帝
it_torlonia	托隆尼亚
it_tulːi	图里
it_kairo	凯罗
it_mers	默茨
it_met͡sapesa	梅萨佩萨
it_stasio	斯塔西奥
it_red͡ʒina	里贾纳
it_orioli	奥里奥利
it_morɡana	莫甘娜
it_barela	贝儿拉
it_d͡ʒaketːi	格拉切蒂
it_testasekːa	特施塔西卡
it_tyrone	泰龙
it_ɡrant	格兰特
it_kasimirːi	卡西米里
it_makːone	梅肯
it_ɡaravelːo	盖瑞法拉
it_petrone	佩特罗内
it_flaki	弗拉基
it_puʎelːi	普利亚利
it_pasinetːi	帕西内蒂
it_kant͡ʃelːotːi	坎切洛蒂
it_bertalːot	贝尔塔洛特
it_kuondamkarlo	孔达姆卡洛
it_tist͡ʃi	提西
it_braɡa	布拉加
it_farolfi	法罗菲
it_tilɡer	蒂尔格尔
it_matano	马塔诺
it_lutːat͡si	鲁塔兹
it_barot͡si	巴罗齐
it_musumarːa	穆苏马拉
it_mareʃo	马雷斯卡
it_adinolfi	阿迪诺菲
it_simːonds	西蒙兹
it_audetːo	奥德托
it_sironi	西罗尼
it_prokat͡ʃːi	伯加齐
it_bastianik	巴斯天尼
it_dirt͡ʃe	迪尔切
it_funari	富纳里
it_vizmara	维斯马拉
it_ʃorese	桑切斯
it_romaldo	罗马尔多
it_d͡ʒurɡola	吉戈拉
it_elda	艾尔达
it_bernabut͡ʃːi	伯纳比奇
it_romoli	洛莫里
it_naʃa	纳斯卡
it_kovelːi	科维利
it_kanːavat͡ʃːuolo	卡纳瓦克修罗
it_d͡ʒambatːista	詹巴蒂斯塔
it_t͡ʃardo	查纳多
it_siveri	吉福利
it_papa	帕帕
it_alt͡ʃide	阿尔西德
it_nava	纳瓦
it_epaminonda	伊巴密浓达
it_noskese	隆歇热
it_alina	阿丽娜
it_marat͡si	玛拉兹
it_venut͡ʃːi	维努奇
it_saponand͡ʒelo	萨波南杰洛
it_javikoli	亚维科利
it_t͡ʃardi	西亚尔迪
it_biʃardi	比斯卡迪
it_liskova	丽斯科娃
it_brovarone	布罗瓦隆
it_ɡaleone	加莱奥内
it_koltelːat͡ʃːi	科尔泰拉奇
it_marenɡoni	马伦戈尼
it_armentano	阿门塔诺
it_forese	福雷塞
it_ameriɡo	埃默里戈
it_fontani	丰塔尼
it_masːasːo	马萨索
it_matat͡ʃena	马塔切纳
it_karminati	卡米纳蒂
it_fanɡared͡ʒːi	方盖勒季
it_nikotra	尼科达
it_sand͡ʒord͡ʒi	圣乔治
it_pampaloni	潘巴洛尼
it_kasilːo	卡西略
it_aɲelːo	阿涅洛
it_minːiti	闵尼堤
it_t͡ʃant͡ʃimino	西安奇诺
it_paradisi	派达斯
it_sorino	索里诺
it_boʃa	博斯卡
it_ɡlauko	格劳科
it_vans	范兹
it_ankise	安奇塞斯
it_alinovi	阿利诺维
it_aʃolese	阿斯科雷斯
it_at͡sarito	阿兹扎里托
it_epifani	埃皮法尼
it_tarantola	塔兰拉
it_anielːo	阿涅洛
it_krosetːo	克罗塞托
it_kampori	坎波里
it_aleardo	阿利尔多
it_ward	沃德
it_kravos	克拉沃斯
it_ɡubitosi	古比托西
it_mansotːi	曼佐蒂
it_amːirati	阿美拉蒂
it_anːi	安妮
it_foʎetːa	福列塔
it_ierse	埃尔斯
it_maɲone	玛格侬
it_faielːa	费埃拉
it_favelːa	法维拉
it_ferːut͡so	费鲁佐
it_petːinelːi	佩蒂内利
it_belːato	贝拉托
it_bonel	波内尔
it_manera	马内拉
it_farːi	法里
it_ɡatːinoni	加蒂诺尼
it_ɡrasioli	格拉齐奥利
it_alibrandi	阿里布兰迪
it_ada	艾妲
it_betːiol	贝蒂奥尔
it_kalsa	卡萨
it_adelaide	阿德莱德
it_aste	阿斯特
it_bordoni	博多尼
it_frait͡soli	弗莱佐利
it_fenoʎo	费诺利奥
it_adelio	阿德利奥
it_foti	福蒂
it_kut͡ʃinelːi	库奇内利
it_bresːanelːo	布雷萨内洛
it_montovoli	蒙托沃利
it_riɡotːi	里戈蒂
it_enriet	昂里耶
it_anːio	安尼奥
it_biɲardi	比尼亚尔迪
it_volpe	沃尔普
it_dʼambrosi	丹布罗西
it_sormani	索尔马尼
it_anːamaria	安娜玛利亚
it_braidotːi	布雷多蒂
it_frara	弗拉拉
it_fersen	斐森
it_pitːorino	皮托里诺
it_libretːi	利布雷蒂
it_mosetːi	莫塞蒂
it_porporati	波波拉帝
it_falkui	法尔奎
it_aɡut͡si	阿古齐
it_ɡovernale	戈瓦纳莱
it_purɡatori	珀盖特里
it_fortuna	福图纳
it_ronkato	龙卡多
it_ʃansi	斯坎齐
it_klaisːe	克莱斯
it_morːoni	莫罗尼
it_dʼerːiko	德埃里克
it_iuorio	伊沃里奥
it_sampaoli	森柏奥利
it_palombi	帕隆比
it_parːonki	帕龙奇
it_kuarta	夸塔
it_roja	罗亚
it_baraldi	巴拉迪
it_brusa	布鲁萨
it_luana	卢安娜
it_kavaɲa	卡瓦尼亚
it_paiola	帕约拉
it_melilːo	梅利洛
it_alːokːa	阿洛卡
it_kierit͡ʃi	基耶利奇
it_andrisani	安德里萨尼
it_vanːukːi	万努奇
it_paravit͡ʃini	帕拉维西尼
it_baʎani	巴利亚尼
it_leo	里奥
it_konvertini	康提尼
it_nirta	尼尔塔
it_berto	贝图
it_petrot͡ʃelːi	佩特罗切利
it_rit͡solo	里佐洛
it_betːina	贝蒂娜
it_kavalːari	卡瓦拉里
it_t͡ʃenta	森塔
it_salamano	沙拉曼奥
it_nat͡saro	纳扎罗
it_imːa	伊玛
it_kolonːelːo	科隆内洛
it_felberbaum	菲尔伯鲍姆
it_sit͡ʃiliano	西西利亚诺
it_tamberlani	坦贝拉尼
it_biankamaria	比安卡马里亚
it_frabotːa	弗拉伯塔
it_d͡ʒerardi	杰拉尔迪
it_doriɡo	杜利高
it_vidusːo	维杜索
it_pitsorno	皮佐尔诺
it_d͡ʒosa	乔萨
it_blas	布拉斯
it_rokarey	罗卡雷伊
it_sabiu	萨比乌
it_t͡ʃikoɲa	西科尼亚
it_blaʃo	布拉斯科
it_vint͡ʃenti	文森蒂
it_iosːetːi	乔瑟蒂
it_marinand͡ʒeli	马里纳安热利
it_mesːeri	梅塞里
it_biankeri	比安凯里
it_sekuila	泽奎拉
it_miti	米蒂
it_natoli	纳托利
it_barːavekːia	巴拉韦基
it_ɡalati	加拉蒂
it_landolfi	兰道飞
it_ariadna	阿里亚德娜
it_brid͡ʒitːa	布里吉塔
it_delːʼarti	德尔加提
it_konkita	孔奇塔
it_rat͡sa	拉扎
it_miʎari	米利亚里
it_balivo	巴利沃
it_ponsoni	庞佐尼
it_bartoletːi	巴尔托莱蒂
it_staɲaro	斯塔尼亚罗
it_orːiko	奥里科
it_pani	帕尼
it_marsia	玛齐亚
it_formiʎ	福尔米利
it_dered͡ʒibus	德雷吉布斯
it_ɡaipa	加帕
it_susani	苏尼
it_verdelːi	维尔德利
it_korat͡sari	科拉扎里
it_perla	佩尔纳
